"prodcode"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnfcode"	"Antidiabetic"
"58817"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (GlucoRx Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"58865"	"Komboglyze 2.5mg/850mg tablets (AstraZeneca UK Ltd)"	"Metformin/Saxagliptin"	"2.5mg + 850mg"	"Tablet"	"Oral"	"06010203"	"Metformin/Saxagliptin"
"58878"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"58882"	"Gliclazide 120mg/5ml oral suspension"	"Gliclazide"	"24mg/1ml"	"Oral suspension"	"Oral"	"06010201"	"Gliclazide"
"58884"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (GlucoRx Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"58961"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Ypsomed Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"06010103/71190600"	"Insulin"
"58995"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge (Becton, Dickinson UK Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190300"	"Insulin"
"59004"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (Ypsomed Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"06010103/71190600"	"Insulin"
"59005"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Ypsomed Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"06010103/71190600"	"Insulin"
"59133"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge (Becton, Dickinson UK Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190300"	"Insulin"
"59177"	"Alogliptin 25mg tablets"	"Alogliptin"	"25mg"	"Tablet"	"Oral"	"06010203"	"Alogliptin"
"59243"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.25mm/31gauge (Becton, Dickinson UK Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190300"	"Insulin"
"59311"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge (Covidien (UK) Commercial Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190300"	"Insulin"
"59385"	"Vipdomet 12.5mg/1000mg tablets (Takeda UK Ltd)"	"Alogliptin/Metformin"	"1gram + 12.5mg"	"Tablet"	"Oral"	"06010203"	"Alogliptin/Metformin"
"59475"	"Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32.5gauge (Terumo UK Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190000"	"Insulin"
"59500"	"Insulin isophane human 100units/ml suspension for injection 5ml vials"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010102"	"Insulin"
"59533"	"NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pen (Sigma Pharmaceuticals Plc)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	"06010101"	"Insulin"
"59620"	"Glucophage SR 500mg tablets (Waymade Healthcare Plc)"	"Metformin"	"500mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"59793"	"Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Cambridge Sensors Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"59809"	"Alogliptin 6.25mg tablets"	"Alogliptin"	"6.25mg"	"Tablet"	"Oral"	"06010203"	"Alogliptin"
"59846"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge (Ypsomed Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190700"	"Insulin"
"60012"	"Dapagliflozin 5mg / Metformin 1g tablets"	"Dapagliflozin/Metformin"	"1gram + 5mg"	"Tablet"	"Oral"	"06010202/06010203"	"Dapagliflozin/Metformin"
"60028"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190700"	"Insulin"
"60073"	"Canagliflozin 100mg tablets"	"Canagliflozin"	NA	"Tablet"	"Oral"	"06010203"	"Canagliflozin"
"60074"	"Metformin 1g modified-release tablets (Waymade Healthcare Plc)"	"Metformin"	"1gram"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"60211"	"Canagliflozin 100mg tablets"	"Canagliflozin"	"100mg"	"Tablet"	"Oral"	"06010203"	"Canagliflozin"
"60286"	"Metformin 500mg/5ml oral suspension"	"Metformin"	"100mg/1ml"	"Oral suspension"	"Oral"	"06010202"	"Metformin"
"60328"	"Alogliptin 12.5mg tablets"	"Alogliptin"	"12.5mg"	"Tablet"	"Oral"	"06010203"	"Alogliptin"
"60379"	"Invokana 300mg tablets (Napp Pharmaceuticals Ltd)"	"Canagliflozin"	"300mg"	"Tablet"	"Oral"	"06010203"	"Canagliflozin"
"60386"	"Canagliflozin 300mg tablets"	"Canagliflozin"	"300mg"	"Tablet"	"Oral"	"06010203"	"Canagliflozin"
"60430"	"Invokana 100mg tablets (Napp Pharmaceuticals Ltd)"	"Canagliflozin"	"100mg"	"Tablet"	"Oral"	"06010203"	"Canagliflozin"
"60495"	"Gliclazide 80mg tablets (Teva UK Ltd)"	"Gliclazide"	"80mg"	"Tablet"	"Oral"	"06010201"	"Gliclazide"
"60497"	"Alogliptin 12.5mg / Metformin 1g tablets"	"Alogliptin/Metformin"	"1gram + 12.5mg"	"Tablet"	"Oral"	"06010203"	"Alogliptin/Metformin"
"60609"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (Spirit Healthcare Ltd)"	"Insulin"	NA	"Suppository"	"Rectal"	"71190000"	"Insulin"
"60621"	"Hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190900"	"Insulin"
"60643"	"Xigduo 5mg/1000mg tablets (AstraZeneca UK Ltd)"	"Dapagliflozin/Metformin"	"1gram + 5mg"	"Tablet"	"Oral"	"06010202/06010203"	"Dapagliflozin/Metformin"
"60681"	"Vipidia 12.5mg tablets (Takeda UK Ltd)"	"Alogliptin"	"12.5mg"	"Tablet"	"Oral"	"06010203"	"Alogliptin"
"60682"	"Vipidia 25mg tablets (Takeda UK Ltd)"	"Alogliptin"	"25mg"	"Tablet"	"Oral"	"06010203"	"Alogliptin"
"60750"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"60933"	"Humulin M3 100units/ml suspension for injection 10ml vials (Sigma Pharmaceuticals Plc)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010151"	"Insulin"
"60938"	"Mixtard 30 100units/ml suspension for injection 10ml vials (Waymade Healthcare Plc)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Subcutaneous"	"00000000"	"Insulin"
"60951"	"Insulin human 100units/ml solution for injection 10ml vials"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"06010100"	"Insulin"
"60967"	"Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge (Terumo UK Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190000"	"Insulin"
"60968"	"Metformin 500mg modified-release tablets (Actavis UK Ltd)"	"Metformin"	"500mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"61043"	"Sukkarto SR 1000mg tablets (Morningside Healthcare Ltd)"	"Metformin"	"1gram"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"61311"	"Glimepiride 4mg tablets (Sigma Pharmaceuticals Plc)"	"Glimepiride"	"4mg"	"Tablet"	"Oral"	"06010201"	"Glimepiride"
"61559"	"Sukkarto SR 500mg tablets (Morningside Healthcare Ltd)"	"Metformin"	"500mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"61562"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"61756"	"Empagliflozin 10mg tablets"	"Empagliflozin"	"10mg"	"Tablet"	"Oral"	"06010203"	"Empagliflozin"
"61780"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Spirit Healthcare Ltd)"	"Insulin"	NA	"Suppository"	"Rectal"	"71190600"	"Insulin"
"61845"	"NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	"06010101"	"Insulin"
"61925"	"NovoNorm 500microgram tablets (Waymade Healthcare Plc)"	"Repaglinide"	"500microgram"	"Tablet"	"Oral"	"06010203"	"Repaglinide"
"61957"	"Gliclazide 40mg tablets (A A H Pharmaceuticals Ltd)"	"Gliclazide"	"40mg"	"Tablet"	"Oral"	"06010201"	"Gliclazide"
"62014"	"Glimepiride 2mg tablets (Accord Healthcare Ltd)"	"Glimepiride"	"2mg"	"Tablet"	"Oral"	"06010201"	"Glimepiride"
"62034"	"Laaglyda MR 60mg tablets (Consilient Health Ltd)"	"Gliclazide"	"60mg"	"Modified-release tablet"	"Oral"	"06010201"	"Gliclazide"
"62098"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190000"	"Insulin"
"62144"	"Metformin 500mg modified-release tablets (DE Pharmaceuticals)"	"Metformin"	"500mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"62172"	"Empagliflozin 25mg tablets"	"Empagliflozin"	"25mg"	"Tablet"	"Oral"	"06010203"	"Empagliflozin"
"62180"	"Insulin aspart 100units/ml solution for injection 1.6ml cartridges"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous"	"06010101"	"Insulin"
"62265"	"Metformin 500mg modified-release tablets (Mawdsley-Brooks & Company Ltd)"	"Metformin"	"500mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"62276"	"Humulin R 500units/ml solution for injection 20ml vials (Imported (United States))"	"Insulin"	"500unit/1ml"	"Solution for injection"	"Subcutaneous"	"06010100"	"Insulin"
"62326"	"Vipidia 6.25mg tablets (Takeda UK Ltd)"	"Alogliptin"	"6.25mg"	"Tablet"	"Oral"	"06010203"	"Alogliptin"
"62426"	"Pioglitazone 30mg tablets (Accord Healthcare Ltd)"	"Pioglitazone"	"30mg"	"Tablet"	"Oral"	"06010203"	"Pioglitazone"
"62562"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge (Spirit Healthcare Ltd)"	"Insulin"	NA	"Suppository"	"Rectal"	"71190600"	"Insulin"
"62605"	"Metformin 850mg tablets (Kent Pharmaceuticals Ltd)"	"Metformin"	"850mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"62661"	"Bydureon 2mg powder and solvent for prolonged-release suspension for injection pre-filled pen (AstraZeneca UK Ltd)"	"Exenatide"	"2mg"	"Powder and solvent for prolonged-release suspension for inj"	"Subcutaneous"	"06010203"	"Exenatide"
"62760"	"Jardiance 10mg tablets (Boehringer Ingelheim Ltd)"	"Empagliflozin"	"10mg"	"Tablet"	"Oral"	"06010203"	"Empagliflozin"
"62824"	"Metformin 1g modified-release tablets (Actavis UK Ltd)"	"Metformin"	"1gram"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"62899"	"Xultophy 100units/ml / 3.6mg/ml solution for injection 3ml pre-filled pen (Novo Nordisk Ltd)"	"Liraglutide/Insulin"	"100unit/1ml + 3.6mg/1ml"	"Solution for injection"	"Subcutaneous"	"06010102/06010203"	"Liraglutide/Insulin"
"62904"	"Exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices"	"Exenatide"	"2mg"	"Powder and solvent for prolonged-release suspension for inj"	"Subcutaneous"	"06010203"	"Exenatide"
"62951"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"63031"	"Dapagliflozin 5mg / Metformin 850mg tablets"	"Dapagliflozin/Metformin"	"850mg + 5mg"	"Tablet"	"Oral"	"06010202/06010203"	"Dapagliflozin/Metformin"
"63035"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Diabetes Care Technology Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"63045"	"Metformin 850mg tablets (Relonchem Ltd)"	"Metformin"	"850mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"63046"	"Pioglitazone 45mg tablets (A A H Pharmaceuticals Ltd)"	"Pioglitazone"	"45mg"	"Tablet"	"Oral"	"06010203"	"Pioglitazone"
"63048"	"Gliclazide 80mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Gliclazide"	"80mg"	"Tablet"	"Oral"	"06010201"	"Gliclazide"
"63107"	"Pioglitazone 45mg tablets (Waymade Healthcare Plc)"	"Pioglitazone"	"45mg"	"Tablet"	"Oral"	"06010203"	"Pioglitazone"
"63118"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Diabetes Care Technology Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"63131"	"Ziclaseg 30mg modified-release tablets (Lupin Healthcare (UK) Ltd)"	"Gliclazide"	"30mg"	"Modified-release tablet"	"Oral"	"06010201"	"Gliclazide"
"63152"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"63307"	"Metformin 1g/5ml oral solution"	"Metformin"	"200mg/1ml"	"Oral solution"	"Oral"	"06010202"	"Metformin"
"63336"	"Trulicity 1.5mg/0.5ml solution for injection pre-filled pen (Eli Lilly and Company Ltd)"	"Dulaglutide"	"3mg/1ml"	"Solution for injection"	"Subcutaneous"	"06010203"	"Dulaglutide"
"63401"	"Trulicity 0.75mg/0.5ml solution for injection pre-filled pen (Eli Lilly and Company Ltd)"	"Dulaglutide"	"1.5mg/1ml"	"Solution for injection"	"Subcutaneous"	"06010203"	"Dulaglutide"
"63421"	"Pioglitazone 30mg tablets (Teva UK Ltd)"	"Pioglitazone"	"30mg"	"Tablet"	"Oral"	"06010203"	"Pioglitazone"
"63464"	"Humalog KwikPen 200units/ml solution for injection 3ml pre-filled pen (Eli Lilly and Company Ltd)"	"Insulin"	"200unit/1ml"	"Solution for injection"	"Subcutaneous"	"06010101"	"Insulin"
"63474"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Diabetes Care Technology Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"63516"	"Forxiga 10mg tablets (Waymade Healthcare Plc)"	"Dapagliflozin"	"10mg"	"Tablet"	"Oral"	"06010203"	"Dapagliflozin"
"63562"	"Insulin degludec 100units/ml / Liraglutide 3.6mg/ml solution for injection 3ml pre-filled disposable devices"	"Liraglutide/Insulin"	"100unit/1ml + 3.6mg/1ml"	"Solution for injection"	"Subcutaneous"	"06010102/06010203"	"Liraglutide/Insulin"
"63679"	"Hypurin soluble 100iu/ml Injection (C P Pharmaceuticals Ltd)"	"Insulin"	"100iu/ml"	"Injection"	"Intramuscular"	"06010101/06010300"	"Insulin"
"63704"	"NovoPen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Silver (Novo Nordisk Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190900"	"Insulin"
"63707"	"GlucoRx FinePoint Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (GlucoRx Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"63726"	"NovoPen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Blue (Novo Nordisk Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190900"	"Insulin"
"63785"	"Dulaglutide 0.75mg/0.5ml solution for injection pre-filled disposable devices"	"Dulaglutide"	"1.5mg/1ml"	"Solution for injection"	"Subcutaneous"	"06010203"	"Dulaglutide"
"63823"	"Dulaglutide 1.5mg/0.5ml solution for injection pre-filled disposable devices"	"Dulaglutide"	"3mg/1ml"	"Solution for injection"	"Subcutaneous"	"06010203"	"Dulaglutide"
"63929"	"Canagliflozin 50mg / Metformin 1g tablets"	"Canagliflozin/Metformin"	"1gram + 50mg"	"Tablet"	"Oral"	"06010203"	"Canagliflozin/Metformin"
"64021"	"GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (GlucoRx Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"64209"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"64217"	"Jardiance 25mg tablets (Boehringer Ingelheim Ltd)"	"Empagliflozin"	"25mg"	"Tablet"	"Oral"	"06010203"	"Empagliflozin"
"64258"	"JuniorSTAR hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units Blue (Sanofi)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190900"	"Insulin"
"64354"	"Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pen (Sanofi)"	"Insulin"	"300unit/1ml"	"Solution for injection"	"Subcutaneous"	"06010102"	"Insulin"
"64460"	"Insulin glargine 300units/ml solution for injection 1.5ml pre-filled disposable devices"	"Insulin"	"300unit/1ml"	"Solution for injection"	"Subcutaneous"	"06010102"	"Insulin"
"64495"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"64622"	"Bydureon 2mg powder and solvent for prolonged-release suspension for injection vials (Lexon (UK) Ltd)"	"Exenatide"	"2mg"	"Powder and solvent for prolonged-release suspension for inj"	"Subcutaneous"	"06010203"	"Exenatide"
"64723"	"Abasaglar KwikPen 100units/ml solution for injection 3ml pre-filled pen (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"06010102"	"Insulin"
"64743"	"Canagliflozin 50mg / Metformin 850mg tablets"	"Canagliflozin/Metformin"	"50mg + 850mg"	"Tablet"	"Oral"	"06010203"	"Canagliflozin/Metformin"
"64900"	"Glidipion 30mg tablets (Actavis UK Ltd)"	"Pioglitazone"	"30mg"	"Tablet"	"Oral"	"06010203"	"Pioglitazone"
"64939"	"Glucient SR 1000mg tablets (Consilient Health Ltd)"	"Metformin"	"1gram"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"64987"	"Abasaglar 100units/ml solution for injection 3ml cartridges (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"06010102"	"Insulin"
"65057"	"Empagliflozin 5mg / Metformin 1g tablets"	"Empagliflozin/Metformin"	"5mg + 1gram"	"Tablet"	"Oral"	"06010202/06010203"	"Empagliflozin/Metformin"
"65059"	"Xigduo 5mg/850mg tablets (AstraZeneca UK Ltd)"	"Dapagliflozin/Metformin"	"850mg + 5mg"	"Tablet"	"Oral"	"06010202/06010203"	"Dapagliflozin/Metformin"
"65066"	"Empagliflozin 12.5mg / Metformin 1g tablets"	"Empagliflozin/Metformin"	"1gram + 12.5mg"	"Tablet"	"Oral"	"06010202/06010203"	"Empagliflozin/Metformin"
"65083"	"Synjardy 5mg/1000mg tablets (Boehringer Ingelheim Ltd)"	"Empagliflozin/Metformin"	"5mg + 1gram"	"Tablet"	"Oral"	"06010202/06010203"	"Empagliflozin/Metformin"
"65344"	"Empagliflozin 5mg / Metformin 850mg tablets"	"Empagliflozin/Metformin"	"5mg + 850mg"	"Tablet"	"Oral"	"06010202/06010203"	"Empagliflozin/Metformin"
"65421"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"65432"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (A. Menarini Diagnostics Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"65495"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (A. Menarini Diagnostics Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"71190600"	"Insulin"
"65562"	"Pioglitazone 30mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Pioglitazone"	"30mg"	"Tablet"	"Oral"	"06010203"	"Pioglitazone"
"65563"	"Pioglitazone 15mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Pioglitazone"	"15mg"	"Tablet"	"Oral"	"06010203"	"Pioglitazone"
