"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"Antidiabetic"	"group"
"14004241000033116"	"Humalog Tempo Pen 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"14008641000033114"	"NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14008741000033117"	"NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14008841000033110"	"NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14008941000033119"	"NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14018041000033118"	"Jesacrin 1000mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"1.000gram"	NA	"Metformin"	"Metformin"
"14026841000033115"	"Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14027041000033112"	"Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14027141000033111"	"Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14035241000033111"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14035641000033114"	"GlucoRx Dual-Safe Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14041441000033111"	"Lyumjev Tempo Pen 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"14115141000033116"	"GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14115241000033111"	"GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14115341000033118"	"GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14115441000033112"	"GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14116341000033114"	"Tirzepatide 2.5mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"5.000mg/1.000ml"	"06010203"	"Tirzepatide"	"GLP-1RAs"
"14116441000033115"	"Tirzepatide 5mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"10.000mg/1.000ml"	"06010203"	"Tirzepatide"	"GLP-1RAs"
"14116541000033119"	"Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"5.000mg/1.000ml"	NA	"Tirzepatide"	"GLP-1RAs"
"14116641000033118"	"Mounjaro 5mg/0.5ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"10.000mg/1.000ml"	NA	"Tirzepatide"	"GLP-1RAs"
"14121441000033118"	"Sitagliptin 100mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Sitagliptin"	"20.000mg/1.000ml"	"06010203"	"Sitagliptin"	"DPP-4is"
"14142841000033114"	"BD Micro-Fine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14147341000033119"	"Apollo Pro-Shield Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14147441000033113"	"Apollo Pro-Shield Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14219541000033113"	"Sitagliptin 125mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Sitagliptin"	"25.000mg/1.000ml"	"06010203"	"Sitagliptin"	"DPP-4is"
"14225141000033110"	"NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14237541000033113"	"Semaglutide 0.25mg/0.37ml solution for injection 1.5ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"676.000microgram/1.000ml"	"06010203"	"Semaglutide"	"GLP-1RAs"
"14237641000033114"	"Semaglutide 1.7mg/0.75ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"2.270mg/1.000ml"	"06010203"	"Semaglutide"	"GLP-1RAs"
"14237741000033117"	"Semaglutide 2.4mg/0.75ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"3.200mg/1.000ml"	"06010203"	"Semaglutide"	"GLP-1RAs"
"14237841000033110"	"Wegovy FlexTouch 0.25mg/0.37ml solution for injection 1.5ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"676.000microgram/1.000ml"	NA	"Semaglutide"	"GLP-1RAs"
"14237941000033119"	"Wegovy FlexTouch 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.340mg/1.000ml"	NA	"Semaglutide"	"GLP-1RAs"
"14238041000033116"	"Wegovy FlexTouch 1.7mg/0.75ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"2.270mg/1.000ml"	NA	"Semaglutide"	"GLP-1RAs"
"14238141000033117"	"Wegovy FlexTouch 1mg/0.75ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.340mg/1.000ml"	NA	"Semaglutide"	"GLP-1RAs"
"14238241000033112"	"Wegovy FlexTouch 2.4mg/0.75ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"3.200mg/1.000ml"	NA	"Semaglutide"	"GLP-1RAs"
"14238441000033113"	"Semaglutide 1mg/0.75ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.340mg/1.000ml"	"06010203"	"Semaglutide"	"GLP-1RAs"
"14256541000033111"	"Jesacrin 500mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"500.000mg"	NA	"Metformin"	"Metformin"
"14280241000033119"	"Apollo Pro-Shield Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14283841000033114"	"Tirzepatide 2.5mg/0.6ml solution for injection 2.4ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"4.167mg/1.000ml"	"06010203"	"Tirzepatide"	"GLP-1RAs"
"14283941000033118"	"Tirzepatide 5mg/0.6ml solution for injection 2.4ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"8.333mg/1.000ml"	"06010203"	"Tirzepatide"	"GLP-1RAs"
"14284041000033116"	"Tirzepatide 7.5mg/0.6ml solution for injection 2.4ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"12.500mg/1.000ml"	"06010203"	"Tirzepatide"	"GLP-1RAs"
"14284141000033117"	"Tirzepatide 10mg/0.6ml solution for injection 2.4ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"16.667mg/1.000ml"	"06010203"	"Tirzepatide"	"GLP-1RAs"
"14284241000033112"	"Tirzepatide 12.5mg/0.6ml solution for injection 2.4ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"20.833mg/1.000ml"	"06010203"	"Tirzepatide"	"GLP-1RAs"
"14284341000033119"	"Tirzepatide 15mg/0.6ml solution for injection 2.4ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"25.000mg/1.000ml"	"06010203"	"Tirzepatide"	"GLP-1RAs"
"14284541000033114"	"Mounjaro KwikPen 2.5mg/0.6ml solution for injection 2.4ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"4.167mg/1.000ml"	NA	"Tirzepatide"	"GLP-1RAs"
"14284741000033118"	"Mounjaro KwikPen 5mg/0.6ml solution for injection 2.4ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"8.333mg/1.000ml"	NA	"Tirzepatide"	"GLP-1RAs"
"14284841000033111"	"Mounjaro KwikPen 7.5mg/0.6ml solution for injection 2.4ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"12.500mg/1.000ml"	NA	"Tirzepatide"	"GLP-1RAs"
"14284941000033115"	"Mounjaro KwikPen 10mg/0.6ml solution for injection 2.4ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"16.667mg/1.000ml"	NA	"Tirzepatide"	"GLP-1RAs"
"14285041000033115"	"Mounjaro KwikPen 12.5mg/0.6ml solution for injection 2.4ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"20.833mg/1.000ml"	NA	"Tirzepatide"	"GLP-1RAs"
"14285141000033116"	"Mounjaro KwikPen 15mg/0.6ml solution for injection 2.4ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"25.000mg/1.000ml"	NA	"Tirzepatide"	"GLP-1RAs"
"14439341000033110"	"GlucoRx Dual-Safe Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"14454541000033117"	"Metformin 850mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"850.000mg"	"06010202"	"Metformin"	"Metformin"
"14454641000033116"	"Glucophage SR 850mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"850.000mg"	NA	"Metformin"	"Metformin"
