"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"bnftext"	"Antidiabetic"	"group"
"14330"	"Insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"74888"	"GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Neon Diagnostics Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"11604"	"Rosiglitazone 1mg / Metformin 500mg tablets"	"Oral tablet"	"Oral"	"Metformin/Rosiglitazone"	"1mg + 500mg"	"Glitazones Plus Metformin"	"Metformin/Rosiglitazone"	"Metformin, Other"
"7610"	"Glucophage 850mg tablets (Merck Serono Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"850mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"16602"	"Calabren 2.5mg Tablet (Berk Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Glibenclamide"	"2.5mg"	"Sulphonylureas"	"Glibenclamide"	"Sulfonylureas"
"3252"	"METFORMIN HCl 500 MG TAB"	"Tablet"	"Oral"	"Metformin"	NA	"Unknown"	"Metformin"	"Metformin"
"72187"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (B.Braun Medical Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"59385"	"Vipdomet 12.5mg/1000mg tablets (Takeda UK Ltd)"	"Oral tablet"	"Oral"	"Alogliptin/Metformin"	"12.5mg + 1gram"	"Gliptins Plus Metformin"	"Alogliptin/Metformin"	"DPP-4is, Metformin"
"11521"	"Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.4mm/27gauge"	"Insulin Syringe With 12Mm Needle(27G)"	NA	"Insulin"	"1ml"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"5967"	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.33mm/29gauge"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"Insulin"	"0.5ml"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"86117"	"Amglidia 0.6mg/ml oral suspension with 1ml oral syringe (Bioprojet UK Ltd)"	"Oral suspension"	"Oral"	"Glibenclamide"	"600microgram/1ml"	"Sulphonylureas"	"Glibenclamide"	"Sulfonylureas"
"92064"	"Rudimet 500mg prolonged-release tablets (Rudipharm Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"74970"	"Pur-n Isophane 100unit/ml Injection (C P Pharmaceuticals Ltd)"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"34713"	"Insulin 1 ml syringe"	"Syringe"	NA	"Insulin"	NA	"-"	"Insulin"	"Insulin"
"14642"	"Bd m 0.3ml Insulin syringe with 29gauge needle 12mm (Becton, Dickinson UK Ltd)"	"Insulin Syringe With 29Gauge Needle 12Mm"	NA	"Insulin"	"0.3ml"	"Diabetic Hypodermic Equipment"	"Insulin"	"Insulin"
"36066"	"Insulin isophane bovine 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"51135"	"Metformin 500mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"72852"	"Gliclazide 40mg tablets (Accord-UK Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"40mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"58745"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (GlucoRx Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"1965"	"Tolbutamide 500mg tablets"	"Oral tablet"	"Oral"	"Tolbutamide"	"500mg"	"Sulphonylureas"	"Tolbutamide"	"Sulfonylureas"
"66316"	"Lantus 100units/ml solution for injection 10ml vials (Mawdsley-Brooks & Company Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"21583"	"Apidra 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"57564"	"Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (Waymade Healthcare Plc)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"58878"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"70910"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (B.Braun Medical Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"10184"	"Insulin detemir 100 iu/ml Solution for injection"	"Solution For Injection"	"Intramuscular"	"Insulin"	"100 iu/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"15294"	"Innovo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-70 units Green (Novo Nordisk Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-70 units"	"Reusable Pens"	"Insulin"	"Insulin"
"31205"	"Insuman Comb 50 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"83476"	"Acarbose 100mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Acarbose"	"100mg"	"Other Antidiabetic Products"	"Acarbose"	"Other"
"31466"	"Exubera insulin release unit (Pfizer Ltd)"	"Insulin Release Units"	NA	"Insulin"	NA	"Insufflator For Fine Powder Inhalation"	"Insulin"	"Insulin"
"91843"	"Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Mediq Healthcare UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"89476"	"Wegovy FlexTouch 2.4mg/0.75ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"3.2mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Semaglutide"	"GLP-1RAs"
"22697"	"Insulin isophane biphasic human 50/50 100units/ml suspension for injection 1.5ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Unknown"	"Insulin"	"Insulin"
"83089"	"Glyxambi 10mg/5mg tablets (Boehringer Ingelheim Ltd)"	"Oral tablet"	"Oral"	"Linagliptin/Empagliflozin"	"10mg + 5mg"	"Gliflozins Plus Gliptins"	"Linagliptin/Empagliflozin"	"DPP-4is, SGLT-2is"
"15374"	"Gliclazide 40mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Gliclazide"	"8mg/1ml"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"34917"	"Metformin 500mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"66854"	"Vokanamet 50mg/1000mg tablets (A. Menarini Farmaceutica Internazionale SRL)"	"Oral tablet"	"Oral"	"Canagliflozin/Metformin"	"1gram + 50mg"	"Gliflozins Plus Metformin"	"Canagliflozin/Metformin"	"SGLT-2is, Metformin"
"10566"	"INSULIN HUMULIN M CARTRIDGE 100 I/U"	NA	NA	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"44251"	"Insulin zinc suspension mixed porcine 100unit/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"60681"	"Vipidia 12.5mg tablets (Takeda UK Ltd)"	"Oral tablet"	"Oral"	"Alogliptin"	"12.5mg"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Alogliptin"	"DPP-4is"
"13550"	"INSULIN BP 100 I/U"	NA	NA	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"89850"	"Metformin 1g modified-release tablets (Amarox Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"1gram"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"89414"	"Metformin 500mg modified-release tablets (Somex Pharma)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"20810"	"METFORMIN"	NA	NA	"Metformin"	NA	"Unknown"	"Metformin"	"Metformin"
"23993"	"Insuman Rapid 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi)"	"Solution for injection"	"Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"54203"	"Forxiga 10mg tablets (AstraZeneca UK Ltd)"	"Oral tablet"	"Oral"	"Dapagliflozin"	"10mg"	"SGLT2 Inhibitors (Gliflozins)"	"Dapagliflozin"	"SGLT-2is"
"77777"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (Nipro Diagnostics (UK) Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"6233"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge (Ypsomed Ltd)"	"Pen Needle"	NA	"Insulin"	"10mm/29gauge"	"Needle For Pre-Filled And Reusable Pen Injector-Snap On"	"Insulin"	"Insulin"
"76728"	"Semglee 100units/ml solution for injection 3ml pre-filled pens (Biosimilar Collaborations Ireland Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"69658"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (B.Braun Medical Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Hypodermic Needle Sterile Single-Use"	"Insulin"	"Insulin"
"84602"	"Diamicron 30mg MR tablets (Dowelhurst Ltd)"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"63562"	"Insulin degludec 100units/ml / Liraglutide 3.6mg/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Liraglutide/Insulin"	"100unit/1ml + 3.6mg/1ml"	"Intermediate- And Long-Acting Insulins/GLP-1 Receptor Agonists Plus Insulin"	"Liraglutide/Insulin"	"GLP-1RAs, Insulin"
"9619"	"Bd Ultra Pen 1.5ml Insulin pen (Becton, Dickinson UK Ltd)"	"Insulin Pen"	NA	"Insulin"	"1.5ml"	"Diabetic Hypodermic Equipment"	"Insulin"	"Insulin"
"27396"	"Insulin soluble porcine 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Intramuscular/Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"	"Insulin"
"19491"	"Apidra 100units/ml solution for injection 10ml vials (Sanofi)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"4199"	"Humulin m1 100unit/ml M1 injection (Eli Lilly and Company Ltd)"	"M1 Injection"	"Subcutaneous Injection"	"Insulin"	"100unit/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"16213"	"METFORMIN 250 MG TAB"	"Tablet"	"Oral"	"Metformin"	NA	"Unknown"	"Metformin"	"Metformin"
"9376"	"Insulin zinc suspension crystalline human pyr 100unit/ml long acting Injection"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"1591"	"U100 Insulin syringe 1ml"	"Insulin Syringe"	NA	"Insulin"	"1ml"	"Diabetic Hypodermic Equipment"	"Insulin"	"Insulin"
"46001"	"Insuman Basal 100units/ml suspension for injection 3ml pre-filled SoloStar pens (Sanofi)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"13036"	"Unifine hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm needle 0.33mm/29gauge (Owen Mumford Ltd)"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"Insulin"	"0.5ml"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"47360"	"Neutral insulin 100unit/ml Injection (Celltech Pharma Europe Ltd)"	"Injection"	"Subcutaneous Injection"	"Insulin"	"100unit/ml"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"	"Insulin"
"90200"	"Tirzepatide 10mg/0.6ml solution for injection 2.4ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"16.667mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)/Dual GIP And GLP-1 Receptor Agonists"	"Tirzepatide"	"GLP-1RAs"
"84014"	"Metformin 1g tablets"	"Oral tablet"	"Oral"	"Metformin"	"1gram"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"63046"	"Pioglitazone 45mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"45mg"	"Thiazolidinedione (Glitazones)"	"Pioglitazone"	"Other"
"66454"	"BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Becton, Dickinson UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"84213"	"Zicron PR 30mg tablets (Bristol Laboratories Ltd)"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"4426"	"CHLORPROPAMIDE 500 MG TAB"	"Tablet"	"Oral"	"Chlorpropamide"	NA	"Unknown"	"Chlorpropamide"	"Sulfonylureas"
"53710"	"Insulin human 500units/ml solution for injection 20ml vials"	"Solution for injection"	"Subcutaneous"	"Insulin"	"500unit/1ml"	"Insulins"	"Insulin"	"Insulin"
"21459"	"SYRINGE INSULIN U100 S/U+8MM NEEDLE"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"27151"	"SYRINGE INSULIN U100 S/U+8MM NEEDLE"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"50798"	"Hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Reusable Pens"	"Insulin"	"Insulin"
"16866"	"Unifine hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 12mm needle 0.33mm/29gauge (Owen Mumford Ltd)"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"Insulin"	"0.3ml"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"26060"	"Insulin lispro 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"2321"	"Insulin 0.5ml disposable syringe"	"Syringe"	NA	"Insulin"	"0.5ml"	"-"	"Insulin"	"Insulin"
"83632"	"Dulaglutide 4.5mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"9mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Dulaglutide"	"GLP-1RAs"
"9834"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge (Ypsomed Ltd)"	"Pen Needle"	NA	"Insulin"	"12mm/29gauge"	"Needle For Pre-Filled And Reusable Pen Injector-Snap On"	"Insulin"	"Insulin"
"8354"	"INSULIN ISOPHANE 70%/NEUTRAL 30% 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"34004"	"Metformin 500mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"76922"	"Insulin isophane biphasic human 15/85 100units/ml suspension for injection 3ml pre-filled disposable devices"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"15unit/1ml + 85unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"76223"	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge (HTL-STREFA S.A.)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"87687"	"InSu/Light hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 13mm needle 0.33mm/29gauge (Medicure Scientific Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"55739"	"Metformin 500mg tablets (Tillomed Laboratories Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"72107"	"Meijumet 500mg modified-release tablets (Medreich Plc)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"735"	"Metformin 100mg/ml Oral solution"	"Oral Solution"	"Oral"	"Metformin"	"100mg/ml"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"72862"	"GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge (GlucoRx Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"5250"	"Insulin biphasic lispro human prb 25:75; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"25:75; 100 units/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"82473"	"Pork Mixtard 30 100units/ml suspension for injection 10ml vials (Waymade Healthcare Plc)"	"Suspension for injection"	"Subcutaneous/Intramuscular"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"60682"	"Vipidia 25mg tablets (Takeda UK Ltd)"	"Oral tablet"	"Oral"	"Alogliptin"	"25mg"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Alogliptin"	"DPP-4is"
"56489"	"NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Healthcare Plc)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"16160"	"Humulin M3 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"70unit/1ml + 30unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"11056"	"Insulin biphasic isophane human pyr 30:70; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"30:70; 100 units/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"92187"	"Rybelsus 3mg tablets (Pharmaram Ltd)"	"Oral tablet"	"Oral"	"Semaglutide"	"3mg"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Semaglutide"	"GLP-1RAs"
"5933"	"Mixtard 50 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"60933"	"Humulin M3 100units/ml suspension for injection 10ml vials (Sigma Pharmaceuticals Plc)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"10133"	"U100 Insulin syringe 1ml"	"Insulin Syringe"	NA	"Insulin"	"1ml"	"Diabetic Hypodermic Equipment"	"Insulin"	"Insulin"
"19977"	"Omnican 50 hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm needle 0.3mm/30gauge (B.Braun Medical Ltd)"	"Insulin Syringe With 12Mm Needle(30G)"	NA	"Insulin"	"0.5ml/U100"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"68389"	"Metformin 500mg/5ml oral solution sugar free (Pinewood Healthcare)"	"Oral solution"	"Oral"	"Metformin"	"100mg/1ml"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"76880"	"Microdot Max Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (Cambridge Sensors Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"40693"	"Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Liraglutide"	"6mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Liraglutide"	"GLP-1RAs"
"79512"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Nipro Diagnostics (UK) Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"76512"	"Insulin biphasic isophane human emp 30:70; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"30:70; 100 units/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"50691"	"Human Mixtard 20 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"20unit/1ml + 80unit/1ml"	"Unknown"	"Insulin"	"Insulin"
"20995"	"Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 3ml cartridges (C P Pharmaceuticals Ltd)"	"Suspension for injection"	"Subcutaneous/Intramuscular"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"11878"	"Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge"	"Insulin Syringe With 8Mm Needle(30G)"	NA	"Insulin"	"1ml"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"90367"	"Mounjaro KwikPen 15mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd)"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"25mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)/Dual GIP And GLP-1 Receptor Agonists"	"Tirzepatide"	"GLP-1RAs"
