"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"Psychotropic"	"group"	"database"
"82578"	"Seroxat 30mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Paroxetine"	"30mg"	"Paroxetine"	"Antidepressants"	"Gold"
"742"	"Mirtazapine 30mg tablets"	"Oral tablet"	"Oral"	"Mirtazapine"	"30mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"71350"	"Tegretol Prolonged Release 200mg tablets (Necessity Supplies Ltd)"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"65483"	"Vortioxetine 10mg tablets"	"Oral tablet"	"Oral"	"Vortioxetine"	"10mg"	"Vortioxetine"	"Antidepressants"	"Gold"
"17190"	"Fluphenazine enanthate 25mg/ml Injection"	"Injection"	"Intramuscular"	"Fluphenazine"	"25mg/ml"	"Fluphenazine"	"Antipsychotics"	"Gold"
"91067"	"Mirtazapine 15mg orodispersible tablets (Almus Pharmaceuticals Ltd)"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"15mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"6312"	"Amitriptyline 25mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Amitriptyline"	"5mg/1ml"	"Amitriptyline"	"Antidepressants"	"Gold"
"73833"	"Haloperidol 500micrograms/5ml oral suspension"	"Oral suspension"	"Oral"	"Haloperidol"	"100microgram/1ml"	"Haloperidol"	"Antipsychotics"	"Gold"
"34272"	"Haloperidol 5mg/ml Injection (Antigen Pharmaceuticals)"	"Injection"	"Subcutaneous Infusion"	"Haloperidol"	"5mg/ml"	"Haloperidol"	"Antipsychotics"	"Gold"
"36634"	"Episenta 1000mg modified-release granules sachets (Desitin Pharma Ltd)"	"Modified-release granules"	"Oral"	"Valproate"	"1gram"	"Valproate"	"Mood Stabilisers"	"Gold"
"114"	"Lofepramine 70mg tablets"	"Oral tablet"	"Oral"	"Lofepramine"	"70mg"	"Lofepramine"	"Antidepressants"	"Gold"
"65445"	"Trimipramine 50mg capsules (A A H Pharmaceuticals Ltd)"	"Oral capsule"	"Oral"	"Trimipramine"	"50mg"	"Trimipramine"	"Antidepressants"	"Gold"
"79590"	"Fluoxetine 30mg capsules (Medreich Plc)"	"Oral capsule"	"Oral"	"Fluoxetine"	"30mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"51579"	"Stemetil 5mg tablets (Sigma Pharmaceuticals Plc)"	"Oral tablet"	"Oral"	"Prochlorperazine"	"5mg"	"Prochlorperazine"	"Antipsychotics"	"Gold"
"71543"	"Mirtazapine 30mg tablets (Sigma Pharmaceuticals Plc)"	"Oral tablet"	"Oral"	"Mirtazapine"	"30mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"34197"	"Amitriptyline 25mg Tablet (Berk Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"25mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"59696"	"Carbamazepine 400mg tablets (Kent Pharma (UK) Ltd)"	"Oral tablet"	"Oral"	"Carbamazepine"	"400mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"71042"	"Amitriptyline 25mg tablets (Arrow Generics Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"25mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"7894"	"Anafranil SR 75mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Modified-release tablet"	"Oral"	"Clomipramine"	"75mg"	"Clomipramine"	"Antidepressants"	"Gold"
"81616"	"Carbamazepine 200mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Carbamazepine"	"200mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"64210"	"Latuda 74mg tablets (CNX Therapeutics Ltd)"	"Oral tablet"	"Oral"	"Lurasidone"	"74mg"	"Lurasidone"	"Antipsychotics"	"Gold"
"15395"	"Promazine 12.5mg/5ml oral solution"	"Syrup"	"Oral"	"Promazine"	"12.5mg/5ml"	"Promazine"	"Antipsychotics"	"Gold"
"69428"	"Duloxetine 60mg gastro-resistant capsules (Alliance Healthcare (Distribution) Ltd)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"60mg"	"Duloxetine"	"Antidepressants"	"Gold"
"57571"	"Droperidol 5mg/5ml oral solution"	"Oral solution"	"Oral"	"Droperidol"	"1mg/1ml"	"Droperidol"	"Antipsychotics"	"Gold"
"34641"	"Dosulepin 25mg capsules (Sovereign Medical Ltd)"	"Oral capsule"	"Oral"	"Dosulepin"	"25mg"	"Dosulepin"	"Antidepressants"	"Gold"
"14987"	"Perphenazine 2mg/5ml oral solution sugar free"	"Syrup Sugar-Free"	"Oral"	"Perphenazine"	"2mg/5ml"	"Perphenazine"	"Antipsychotics"	"Gold"
"63827"	"Dutonin 50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Nefazodone"	"50mg"	"Nefazodone"	"Antidepressants"	"Gold"
"78221"	"Amitriptyline 50mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Amitriptyline"	"50mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"13654"	"Litarex 564mg modified-release tablets (Actavis UK Ltd)"	"Modified-release tablet"	"Oral"	"Lithium"	"564mg"	"Lithium"	"Mood Stabilisers"	"Gold"
"84264"	"Citalopram 10mg tablets (Medreich Plc)"	"Oral tablet"	"Oral"	"Citalopram"	"10mg"	"Citalopram"	"Antidepressants"	"Gold"
"68325"	"Paroxetine 40mg tablets"	"Oral tablet"	"Oral"	"Paroxetine"	"40mg"	"Paroxetine"	"Antidepressants"	"Gold"
"81233"	"Clozapine 12.5mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Clozapine"	"12.5mg"	"Clozapine"	"Antipsychotics"	"Gold"
"65899"	"Efexor XL 225mg capsules (Viatris UK Healthcare Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"225mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"51401"	"Priadel 400mg modified-release tablets (Necessity Supplies Ltd)"	"Modified-release tablet"	"Oral"	"Lithium"	"400mg"	"Lithium"	"Mood Stabilisers"	"Gold"
"75650"	"Brancico XL 200mg tablets (Zentiva Pharma UK Ltd)"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"78807"	"Olanzapine 5mg orodispersible tablets (A A H Pharmaceuticals Ltd)"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"5mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"513"	"Citalopram 40mg/ml oral drops sugar free"	"Oral drops"	"Oral"	"Citalopram"	"40mg/1ml"	"Citalopram"	"Antidepressants"	"Gold"
"10446"	"CHLORPROMAZINE HCl 50 MG TAB"	"Tablet"	"Oral"	"Chlorpromazine"	NA	"Chlorpromazine"	"Antipsychotics"	"Gold"
"84572"	"Paroxetine 10mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Paroxetine"	"10mg"	"Paroxetine"	"Antidepressants"	"Gold"
"68665"	"Clomipramine 10mg capsules (Almus Pharmaceuticals Ltd)"	"Oral capsule"	"Oral"	"Clomipramine"	"10mg"	"Clomipramine"	"Antidepressants"	"Gold"
"6274"	"Efexor 50mg tablets (Wyeth Pharmaceuticals)"	"Oral tablet"	"Oral"	"Venlafaxine"	"50mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"6360"	"Cipralex 20mg tablets (Lundbeck Ltd)"	"Oral tablet"	"Oral"	"Escitalopram"	"20mg"	"Escitalopram"	"Antidepressants"	"Gold"
"79313"	"Paliperidone 175mg/0.875ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection"	"Intramuscular"	"Paliperidone"	"200mg/1ml"	"Paliperidone"	"Antipsychotics"	"Gold"
"38885"	"Quetiapine 50mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"58703"	"Largactil 50mg tablets (Sanofi)"	"Oral tablet"	"Oral"	"Chlorpromazine"	"50mg"	"Chlorpromazine"	"Antipsychotics"	"Gold"
"75075"	"Citalopram 40mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Citalopram"	"40mg"	"Citalopram"	"Antidepressants"	"Gold"
"50214"	"Olanzapine 5mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"5mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"31168"	"MIRTAZAPINE"	NA	NA	"Mirtazapine"	NA	"Mirtazapine"	"Antidepressants"	"Gold"
"89063"	"Levomepromazine 50mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Levomepromazine"	"10mg/1ml"	"Levomepromazine"	"Antipsychotics"	"Gold"
"76317"	"Dosulepin 25mg capsules (Strides Pharma UK Ltd)"	"Oral capsule"	"Oral"	"Dosulepin"	"25mg"	"Dosulepin"	"Antidepressants"	"Gold"
"10645"	"Ludiomil 25mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Maprotiline"	"25mg"	"Maprotiline"	"Antidepressants"	"Gold"
"66201"	"Nortriptyline 25mg tablets (Sigma Pharmaceuticals Plc)"	"Oral tablet"	"Oral"	"Nortriptyline"	"25mg"	"Nortriptyline"	"Antidepressants"	"Gold"
"34216"	"Fluoxetine 20mg/5ml oral solution (A A H Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Fluoxetine"	"4mg/1ml"	"Fluoxetine"	"Antidepressants"	"Gold"
"28147"	"Taractan 15mg Tablet (Roche Products Ltd)"	"Tablet"	"Oral"	"Chlorprothixene"	"15mg"	"Chlorprothixene"	"Antipsychotics"	"Gold"
"26800"	"Loxapac 50mg capsules (Wyeth Pharmaceuticals)"	"Oral capsule"	"Oral"	"Loxapine"	"50mg"	"Loxapine"	"Antipsychotics"	"Gold"
"84320"	"Risperidone 250micrograms/5ml oral suspension"	"Oral suspension"	"Oral"	"Risperidone"	"50microgram/1ml"	"Risperidone"	"Antipsychotics"	"Gold"
"89570"	"Fluoxetine 20mg/5ml oral solution (Phoenix Healthcare Distribution Ltd)"	"Oral solution"	"Oral"	"Fluoxetine"	"4mg/1ml"	"Fluoxetine"	"Antidepressants"	"Gold"
"10948"	"Dosulepin 75mg/5ml oral solution sugar free"	"Oral Solution Sugar-Free"	"Oral"	"Dosulepin"	"75mg/5ml"	"Dosulepin"	"Antidepressants"	"Gold"
"28355"	"Zuclopenthixol decanoate 200mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol"	"200mg/1ml"	"Zuclopenthixol"	"Antipsychotics"	"Gold"
"63364"	"Zaluron XL 200mg tablets (Fontus Health Ltd)"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"29619"	"Lamotrigine 25mg tablets (Actavis UK Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"25mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"47808"	"Haloperidol 10mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Haloperidol"	"2mg/1ml"	"Haloperidol"	"Antipsychotics"	"Gold"
"77484"	"Quetiapine 25mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Quetiapine"	"25mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"8055"	"Imipramine 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Imipramine"	"5mg/1ml"	"Imipramine"	"Antidepressants"	"Gold"
"66255"	"Atrolak XL 200mg tablets (Accord-UK Ltd)"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"55625"	"Amisulpride 50mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Amisulpride"	"10mg/1ml"	"Amisulpride"	"Antipsychotics"	"Gold"
"51558"	"Amisulpride 12.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Amisulpride"	"2.5mg/1ml"	"Amisulpride"	"Antipsychotics"	"Gold"
"80546"	"Nortriptyline 10mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Nortriptyline"	"2mg/1ml"	"Nortriptyline"	"Antidepressants"	"Gold"
"63930"	"Tegretol 100mg/5ml liquid (DE Pharmaceuticals)"	"Oral suspension"	"Oral"	"Carbamazepine"	"20mg/1ml"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"52100"	"Citalopram 10mg tablets (Arrow Generics Ltd)"	"Oral tablet"	"Oral"	"Citalopram"	"10mg"	"Citalopram"	"Antidepressants"	"Gold"
"67622"	"Lamotrigine 100mg dispersible tablets sugar free (PLIVA Pharma Ltd)"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"100mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"34150"	"Valproate sodium 200mg Gastro-resistant tablet (IVAX Pharmaceuticals UK Ltd)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"200mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"81234"	"Quetiapine 200mg tablets (Milpharm Ltd)"	"Oral tablet"	"Oral"	"Quetiapine"	"200mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"47256"	"Olanzapine 5mg oral lyophilisates sugar free"	NA	NA	"Olanzapine"	NA	"Olanzapine"	"Antipsychotics"	"Gold"
"21081"	"Amitriptyline 12.5mg / Chlordiazepoxide 5mg capsules"	"Capsules"	"Oral"	"Amitriptyline"	"12.5mg + 5mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"3569"	"Carbamazepine 400mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"400mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"12386"	"Haldol Decanoate 100mg/1ml solution for injection ampoules (Essential Pharma Ltd)"	"Solution for injection"	"Intramuscular"	"Haloperidol"	"100mg/1ml"	"Haloperidol"	"Antipsychotics"	"Gold"
"26213"	"Domical 10mg Tablet (Berk Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"10mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"61103"	"Olanzapine 15mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"15mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"53556"	"Olanzapine 10mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"10mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"38914"	"Seroquel XL 200mg tablets (Luye Pharma Ltd)"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"77571"	"Prochlorperazine 5mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Prochlorperazine"	"5mg"	"Prochlorperazine"	"Antipsychotics"	"Gold"
"45329"	"Fluoxetine 20mg capsules (Actavis UK Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"20mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"52143"	"THIORIDAZINE CONCENTRATE 750MG/5ML 750 MG ELI"	"Solution for injection"	"Intramuscular"	"Thioridazine"	NA	"Thioridazine"	"Antipsychotics"	"Gold"
"88460"	"Aripiprazole 1mg/ml oral solution (Alliance Healthcare (Distribution) Ltd)"	"Oral solution"	"Oral"	"Aripiprazole"	"1mg/1ml"	"Aripiprazole"	"Antipsychotics"	"Gold"
"70313"	"Quetiapine 100mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Quetiapine"	"100mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"23517"	"THIOPROPAZATE HCl 10 MG TAB"	"Tablet"	"Oral"	"Thiopropazate"	NA	"Thiopropazate"	"Antipsychotics"	"Gold"
"46818"	"Amitriptyline 10mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Amitriptyline"	"2mg/1ml"	"Amitriptyline"	"Antidepressants"	"Gold"
"84186"	"Efexor 37.5mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Venlafaxine"	"37.5mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"8903"	"Sulpiride 200mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Sulpiride"	"40mg/1ml"	"Sulpiride"	"Antipsychotics"	"Gold"
"63268"	"Venlafaxine 75mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Venlafaxine"	"15mg/1ml"	"Venlafaxine"	"Antidepressants"	"Gold"
"65213"	"Trimipramine 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Trimipramine"	"10mg/1ml"	"Trimipramine"	"Antidepressants"	"Gold"
"56215"	"Quetiapine 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Quetiapine"	"10mg/1ml"	"Quetiapine"	"Antipsychotics"	"Gold"
"56862"	"Chlorpromazine 25mg/5ml syrup (Rosemont Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Chlorpromazine"	"5mg/1ml"	"Chlorpromazine"	"Antipsychotics"	"Gold"
"22606"	"Chlorpromazine 25mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular/Intravenous"	"Chlorpromazine"	"25mg/1ml"	"Chlorpromazine"	"Antipsychotics"	"Gold"
"81221"	"Cariprazine 6mg capsules"	"Oral capsule"	"Oral"	"Cariprazine"	"6mg"	"Cariprazine"	"Antipsychotics"	"Gold"
"9965"	"Chlorpromazine 100mg/5ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Chlorpromazine"	"20mg/1ml"	"Chlorpromazine"	"Antipsychotics"	"Gold"
"8885"	"Orlept 500mg gastro-resistant tablets (Wockhardt UK Ltd)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"500mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"4118"	"Nortriptyline 10mg Capsule"	"Capsule"	"Oral"	"Nortriptyline"	"10mg"	"Nortriptyline"	"Antidepressants"	"Gold"
"11963"	"Limbitrol 10 Capsule (Roche Products Ltd)"	"Capsule"	"Oral"	"Amitriptyline"	NA	"Amitriptyline"	"Antidepressants"	"Gold"
"86640"	"Fluoxetine 20mg capsules (Brown & Burk UK Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"20mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"23426"	"Dosulepin 25mg capsules (A A H Pharmaceuticals Ltd)"	"Oral capsule"	"Oral"	"Dosulepin"	"25mg"	"Dosulepin"	"Antidepressants"	"Gold"
"13888"	"Zyprexa 10mg Velotabs (Neon Healthcare Ltd)"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"10mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"487"	"Amitriptyline 25mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Amitriptyline"	"25mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"34722"	"Citalopram 20mg Tablet (Neo Laboratories Ltd)"	"Oral tablet"	"Oral"	"Citalopram"	"20mg"	"Citalopram"	"Antidepressants"	"Gold"
"69685"	"Fluoxetine 20mg/5ml oral solution sugar free (Morningside Healthcare Ltd)"	"Oral solution"	"Oral"	"Fluoxetine"	"4mg/1ml"	"Fluoxetine"	"Antidepressants"	"Gold"
"43024"	"Dosulepin 100mg/5ml oral solution"	"Oral solution"	"Oral"	"Dosulepin"	"20mg/1ml"	"Dosulepin"	"Antidepressants"	"Gold"
"65804"	"Clomipramine 50mg capsules (Teva UK Ltd)"	"Oral capsule"	"Oral"	"Clomipramine"	"50mg"	"Clomipramine"	"Antidepressants"	"Gold"
"3579"	"Melleril 25mg/5ml oral suspension (Novartis Pharmaceuticals UK Ltd)"	"Oral suspension"	"Oral"	"Thioridazine"	"5mg/1ml"	"Thioridazine"	"Antipsychotics"	"Gold"
"301"	"Venlafaxine 37.5mg tablets"	"Oral tablet"	"Oral"	"Venlafaxine"	"37.5mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"5497"	"Stemetil 25mg tablets (Sanofi)"	"Oral tablet"	"Oral"	"Prochlorperazine"	"25mg"	"Prochlorperazine"	"Antipsychotics"	"Gold"
"329"	"Haloperidol 1.5mg tablets"	"Oral tablet"	"Oral"	"Haloperidol"	"1.5mg"	"Haloperidol"	"Antipsychotics"	"Gold"
"42247"	"Imipramine 25mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Imipramine"	"5mg/1ml"	"Imipramine"	"Antidepressants"	"Gold"
"18197"	"Depixol Conc 50mg/0.5ml solution for injection ampoules (Lundbeck Ltd)"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"100mg/1ml"	"Flupentixol"	"Antipsychotics"	"Gold"
"60782"	"Psytixol 20mg/1ml solution for injection ampoules (Viatris UK Healthcare Ltd)"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"20mg/1ml"	"Flupentixol"	"Antipsychotics"	"Gold"
"77488"	"Mirtazapine 30mg tablets (Arrow Generics Ltd)"	"Oral tablet"	"Oral"	"Mirtazapine"	"30mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"1314"	"Thioridazine 50mg tablets"	"Oral tablet"	"Oral"	"Thioridazine"	"50mg"	"Thioridazine"	"Antipsychotics"	"Gold"
"8921"	"Integrin 10mg Capsule (Sanofi-Synthelabo Ltd)"	"Oral capsule"	"Oral"	"Oxypertine"	"10mg"	"Oxypertine"	"Antipsychotics"	"Gold"
"53699"	"Mirtazapine 15mg tablets (Accord-UK Ltd)"	"Oral tablet"	"Oral"	"Mirtazapine"	"15mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"39506"	"Lamotrigine 50mg tablets (Actavis UK Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"50mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"3783"	"Tranylcypromine 10mg tablets"	"Oral tablet"	"Oral"	"Tranylcypromine"	"10mg"	"Tranylcypromine"	"Antidepressants"	"Gold"
"14344"	"Aripiprazole 5mg tablets"	"Oral tablet"	"Oral"	"Aripiprazole"	"5mg"	"Aripiprazole"	"Antipsychotics"	"Gold"
"87023"	"Lamotrigine 25mg dispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd)"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"25mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"65965"	"Lamictal 50mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Lamotrigine"	"50mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"86618"	"Amitriptyline 10mg tablets (Flamingo Pharma (UK) Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"10mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"81126"	"Dosulepin 75mg tablets (Strides Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Dosulepin"	"75mg"	"Dosulepin"	"Antidepressants"	"Gold"
"61856"	"Mirtazapine 15mg orodispersible tablets (Consilient Health Ltd)"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"15mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"79784"	"Cipramil 10mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Citalopram"	"10mg"	"Citalopram"	"Antidepressants"	"Gold"
"45915"	"Sertraline 50mg tablets (Almus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"50mg"	"Sertraline"	"Antidepressants"	"Gold"
"12707"	"Zuclopenthixol 2mg tablets"	"Oral tablet"	"Oral"	"Zuclopenthixol"	"2mg"	"Zuclopenthixol"	"Antipsychotics"	"Gold"
"43424"	"Thioridazine 25mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Thioridazine"	"25mg"	"Thioridazine"	"Antipsychotics"	"Gold"
"86929"	"Aripiprazole 5mg tablets (Aspire Pharma Ltd)"	"Oral tablet"	"Oral"	"Aripiprazole"	"5mg"	"Aripiprazole"	"Antipsychotics"	"Gold"
"10405"	"Thioridazine 25mg/5ml sugar free Oral solution"	"Oral Solution"	"Oral"	"Thioridazine"	"25mg/5ml"	"Thioridazine"	"Antipsychotics"	"Gold"
"56355"	"Citalopram 10mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Citalopram"	"10mg"	"Citalopram"	"Antidepressants"	"Gold"
"81647"	"Lamotrigine 200mg tablets (Milpharm Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"200mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"17319"	"Amoxapine 25mg tablets"	"Tablets"	"Oral"	"Amoxapine"	"25mg"	"Amoxapine"	"Antidepressants"	"Gold"
"24145"	"Amitriptyline 25mg tablets (Actavis UK Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"25mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"64778"	"Sondate XL 150mg tablets (Teva UK Ltd)"	"Modified-release tablet"	"Oral"	"Quetiapine"	"150mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"87521"	"Sertraline 50mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Sertraline"	"50mg"	"Sertraline"	"Antidepressants"	"Gold"
"13621"	"Molipaxin CR 150mg tablets (Aventis Pharma)"	"Modified-release tablet"	"Oral"	"Trazodone"	"150mg"	"Trazodone"	"Antidepressants"	"Gold"
"3024"	"PROCHLORPERAZINE MALEATE 3 MG TAB"	"Tablet"	"Oral"	"Prochlorperazine"	NA	"Prochlorperazine"	"Antipsychotics"	"Gold"
"73417"	"Citalopram 20mg tablets (PLIVA Pharma Ltd)"	"Oral tablet"	"Oral"	"Citalopram"	"20mg"	"Citalopram"	"Antidepressants"	"Gold"
"10689"	"LARGACTIL FORTE SYR"	"Solution for injection"	"Intramuscular"	"Chlorpromazine"	NA	"Chlorpromazine"	"Antipsychotics"	"Gold"
"30081"	"Sodium valproate CR 500mg Tablet (Hillcross Pharmaceuticals Ltd)"	"Tablet"	"Oral"	"Valproate"	"500mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"67127"	"Amitriptyline 25mg/5ml oral solution sugar free (DE Pharmaceuticals)"	"Oral solution"	"Oral"	"Amitriptyline"	"5mg/1ml"	"Amitriptyline"	"Antidepressants"	"Gold"
"83006"	"Carbamazepine oral solution"	"Oral solution"	"Oral"	"Carbamazepine"	NA	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"17428"	"Carbamazepine 250mg suppositories"	"Suppository"	"Rectal"	"Carbamazepine"	"250mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"74011"	"Efexor XL 75mg capsules (Dowelhurst Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"75mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"71005"	"Citalopram 10mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Citalopram"	"10mg"	"Citalopram"	"Antidepressants"	"Gold"
"83668"	"Sertraline 25mg/5ml oral suspension (Special Order)"	"Oral suspension"	"Oral"	"Sertraline"	"5mg/1ml"	"Sertraline"	"Antidepressants"	"Gold"
"20174"	"Loxapac 10mg capsules (Wyeth Pharmaceuticals)"	"Oral capsule"	"Oral"	"Loxapine"	"10mg"	"Loxapine"	"Antipsychotics"	"Gold"
"2787"	"Risperidone 4mg tablets"	"Oral tablet"	"Oral"	"Risperidone"	"4mg"	"Risperidone"	"Antipsychotics"	"Gold"
"872"	"Priadel 400mg modified-release tablets (Essential Pharma Ltd)"	"Modified-release tablet"	"Oral"	"Lithium"	"400mg"	"Lithium"	"Mood Stabilisers"	"Gold"
